Year_BR,IM_GDP_P_BR,IM_Growth_P_BR,IM_BoP_BR,IM_dll_BR,IM_Services_dll_BR,IM_Goods_dll_BR,EX_GDP_P_BR,EX_Growth_P_BR,EX_BoP_BR,EX_dll_BR,EX_Services_dll_BR,EX_Goods_dll_BR,GDP_Growth_P_BR,GDP_PPP_dll_BR,Country_BR,Year_MX,IM_GDP_P_MX,IM_Growth_P_MX,IM_BoP_MX,IM_dll_MX,IM_Services_dll_MX,IM_Goods_dll_MX,EX_GDP_P_MX,EX_Growth_P_MX,EX_BoP_MX,EX_dll_MX,EX_Services_dll_MX,EX_Goods_dll_MX,GDP_Growth_P_MX,GDP_PPP_dll_MX,Country_MX,Year_AR,IM_GDP_P_AR,IM_Growth_P_AR,IM_BoP_AR,IM_dll_AR,IM_Services_dll_AR,IM_Goods_dll_AR,EX_GDP_P_AR,EX_Growth_P_AR,EX_BoP_AR,EX_dll_AR,EX_Services_dll_AR,EX_Goods_dll_AR,GDP_Growth_P_AR,GDP_PPP_dll_AR,Country_AR,Year_CH,IM_GDP_P_CH,IM_Growth_P_CH,IM_BoP_CH,IM_dll_CH,IM_Services_dll_CH,IM_Goods_dll_CH,EX_GDP_P_CH,EX_Growth_P_CH,EX_BoP_CH,EX_dll_CH,EX_Services_dll_CH,EX_Goods_dll_CH,GDP_Growth_P_CH,GDP_PPP_dll_CH,Country_CH,Year_ID,IM_GDP_P_ID,IM_Growth_P_ID,IM_BoP_ID,IM_dll_ID,IM_Services_dll_ID,IM_Goods_dll_ID,EX_GDP_P_ID,EX_Growth_P_ID,EX_BoP_ID,EX_dll_ID,EX_Services_dll_ID,EX_Goods_dll_ID,GDP_Growth_P_ID,GDP_PPP_dll_ID,Country_ID,Year_JP,IM_GDP_P_JP,IM_Growth_P_JP,IM_BoP_JP,IM_dll_JP,IM_Services_dll_JP,IM_Goods_dll_JP,EX_GDP_P_JP,EX_Growth_P_JP,EX_BoP_JP,EX_dll_JP,EX_Services_dll_JP,EX_Goods_dll_JP,GDP_Growth_P_JP,GDP_PPP_dll_JP,Country_JP,Year_KR,IM_GDP_P_KR,IM_Growth_P_KR,IM_BoP_KR,IM_dll_KR,IM_Services_dll_KR,IM_Goods_dll_KR,EX_GDP_P_KR,EX_Growth_P_KR,EX_BoP_KR,EX_dll_KR,EX_Services_dll_KR,EX_Goods_dll_KR,GDP_Growth_P_KR,GDP_PPP_dll_KR,Country_KR,Year_IN,IM_GDP_P_IN,IM_Growth_P_IN,IM_BoP_IN,IM_dll_IN,IM_Services_dll_IN,IM_Goods_dll_IN,EX_GDP_P_IN,EX_Growth_P_IN,EX_BoP_IN,EX_dll_IN,EX_Services_dll_IN,EX_Goods_dll_IN,GDP_Growth_P_IN,GDP_PPP_dll_IN,Country_IN
2003,12.9596,-0.4835,62707203451.3367,72356034124.1469,14897717451.3368,47809486000.0,15.1808,11.0159,82570023303.5733,84757339584.0104,9577449216.5732,72992574087.0,1.1408,9733.7708,BR,2003,25.8452,2.5106,189075647987.0,188498786171.1,18297761984.0,170777886003.0,24.3604,1.9067,177422936925.0,177669541570.118,12436867265.0,164986069660.0,1.4464,11482.4496,MX,2003,14.7138,37.5654,18724510000.0,18772898618.6064,5590310000.0,13134200000.0,25.9309,5.9954,34336010000.0,33084505277.8061,4385610000.0,29950400000.0,8.837,11025.1855,AG,2003,30.6572,5.684,22858856965.5523,23190197866.0688,4990960803.8967,17867896161.6556,35.659,6.5588,26728130243.0111,26973735771.3335,5077223345.1645,21650906897.8466,4.091,10841.3238,CH,2003,23.1388,1.5637,56946585709.9852,54323622341.4892,17400415709.9852,39546170000.0,30.4777,5.8864,69402126374.14,71553141044.9888,5292886374.14,64109240000.0,4.7804,5465.2642,ID,2003,9.9438,3.3965,449223648193.642,442068944696.744,113472969147.762,335750679045.881,11.6393,9.5158,521711100815.415,517443189414.621,77833776411.9351,443877324403.479,1.5282,28924.682,JP,2003,29.7768,10.4793,213379400000.0,209246481650.876,40605600000.0,172773800000.0,31.3978,13.5795,230672300000.0,220638044326.583,35760500000.0,194911800000.0,3.1473,22074.0143,KR,2003,15.6445,13.8839,92959121913.9984,95071650073.4454,24877940963.3998,68081180950.5987,14.9479,9.5822,84795030552.851,90838365703.7158,23901712153.482,60893318399.369,7.8604,2472.1037,IN
2004,13.1325,10.364,78995242018.1936,87897949128.2051,16647139025.57,62348102992.6237,16.5458,14.4738,107984756804.627,110743537333.333,11744117551.6266,96240639253.0,5.76,10445.3445,BR,2004,30.0099,12.2111,217684234716.549,234749892610.314,20546819963.5493,197137414753.0,28.4144,16.8081,202000020494.111,222268871522.24,13705925060.1105,188294095434.0,3.9206,12085.7601,MX,2004,16.845,40.1218,27823640000.0,27736672323.6712,6512540000.0,21311100000.0,23.8476,8.1142,39757250000.0,39266996605.7973,5168450000.0,34588800000.0,9.0296,12214.7401,AG,2004,29.9313,19.3336,29191102180.5153,29694953337.3255,6326927264.2251,22864174916.2902,39.8024,14.3912,39052608176.4216,39488088029.3013,6027201172.4917,33025407003.93,7.2095,11812.635,CH,2004,27.5446,26.6533,67472159280.6336,70744690513.6428,20856309280.6336,46615850000.0,32.2167,13.5283,78813558769.0248,82744351781.0167,12729428769.0249,66084130000.0,5.0309,5816.1815,ID,2004,10.9503,8.1206,537110540360.613,527274407771.298,136866303941.159,400244236419.455,12.972,14.2739,631340914707.165,624622665052.268,97809484113.866,533531430593.299,2.2047,30348.0417,JP,2004,33.2614,12.0842,267215700000.0,263820940872.42,50335000000.0,216880700000.0,36.7543,21.0048,301338300000.0,291526211015.262,45284600000.0,256053700000.0,5.1974,23785.2872,KR,2004,19.6447,22.1952,130980013020.093,139310020965.107,35440956520.119,95539056499.9736,17.8591,27.1764,116019759652.382,126647719432.562,38097905006.7566,77921854645.6255,7.9229,2695.8937,IN
2005,11.843,7.4613,96610925191.4596,105595458223.792,23471147333.4596,73139777858.0,15.2438,9.6442,133005199276.194,135918581909.3,14975857163.1938,118029342113.0,3.2021,10988.9587,BR,2005,31.9813,8.6856,245099525081.0,280628576973.545,22804156494.0,222295368587.0,30.3778,7.8115,230368761650.0,266557906477.395,15735902250.0,214632859400.0,2.3078,12657.6372,MX,2005,17.3054,15.8482,34796990000.0,34392237786.5721,7496890000.0,27300100000.0,23.2459,12.8868,46892210000.0,46198180131.0044,6458060000.0,40434150000.0,8.8517,13568.7668,AG,2005,31.4569,18.465,38199183140.3053,38680972557.1778,7525610333.1325,30673572807.1728,40.1598,2.7843,48965742072.4972,49382442843.8593,6991749587.5972,41973992484.9,5.7428,12746.5834,CH,2005,29.9207,17.7689,86268317494.2578,85533800863.5511,22196827494.2578,64071490000.0,34.0673,16.6013,94679537822.5466,97387627234.8393,12997157822.5465,81682380000.0,5.6926,6254.6143,ID,2005,12.5031,6.1,603030821880.191,594571495451.749,139013002607.195,464017819272.996,14.0124,7.1691,672942493032.3771,666349114756.0021,101960552683.1,570981940349.276,1.6627,31663.4531,JP,2005,33.0417,7.7527,312291400000.0,308907471189.563,59521900000.0,252769500000.0,35.2831,7.8992,335799700000.0,329861919056.686,50537700000.0,285262000000.0,4.3085,25186.8676,KR,2005,22.3964,32.2696,181858367950.56,183736131690.217,47166360582.4006,134692007368.16,19.6052,26.0851,154582031679.649,160837835640.201,52178951919.4885,102403079760.161,7.9234,2953.1093,IN
2006,11.6674,17.7626,119498967176.935,129232641290.856,28149406188.9351,91349560988.0,14.3743,4.8374,156303207937.529,159215718705.466,18495034406.5288,137808173531.0,3.962,11642.4439,BR,2006,28.7676,0.0,280341433017.0,280595105053.582,23710156017.0,256631277000.0,27.3252,0.0,266331401847.0,266526112833.969,16012359221.0,250319042626.0,4.4951,13808.1776,MX,2006,17.4068,10.9919,41261872519.761,40480743015.8524,8673972519.7611,32587900000.0,23.0267,5.5612,54528515092.9204,53550250227.3909,7911015092.9204,46617500000.0,8.0472,14951.7282,AG,2006,29.3035,11.8094,44741515439.5359,45358377418.1321,8258522310.8853,36482993128.6506,43.7951,5.0874,67117042788.2984,67789580748.6682,7736883554.8664,59380159233.432,6.3172,15753.963,CH,2006,25.6224,8.5827,87614055150.2901,93411753739.2281,21560945150.2901,66053110000.0,31.0347,9.4055,107400056941.626,113143424880.155,9149086941.6261,98250970000.0,5.501,6708.5756,ID,2006,14.4589,4.7071,665519514454.974,655041775831.8411,141406977155.915,524112537299.058,15.8729,10.3143,728564958770.034,719102350573.047,109345586362.544,619219372407.49,1.42,33090.1963,JP,2006,35.0255,12.4719,374648600000.0,368894013922.426,70052200000.0,304596400000.0,35.6264,12.0451,386122900000.0,375223465252.325,57012000000.0,329110900000.0,5.2643,26877.9921,KR,2006,24.4565,21.5046,225086027161.736,229955027127.372,58514164307.3856,166571862854.351,21.2679,20.3938,193316062904.371,199973922363.783,69439848437.8817,123876214466.49,8.0607,3237.2948,IN
2007,11.9649,19.5576,157790361251.241,167160252067.177,37172915001.2415,120617446250.0,13.3277,6.1761,184603323407.868,186198863078.424,23954250577.8683,160649072830.0,6.0699,12549.928,BR,2007,29.268,4.8264,308068612808.0,308103605534.306,25464238680.0,282604374128.0,27.5272,1.9741,289829157833.0,289778188814.26,17536163285.0,272292994548.0,2.2914,14290.0672,MX,2007,18.2824,19.6403,53551718519.8869,52567536062.3157,11027218519.887,42524500000.0,22.6628,8.1645,66122298496.1757,65162321195.025,10045736496.1757,56076562000.0,9.0077,16570.0112,AG,2007,31.3384,13.7969,53930762623.8352,54405352884.0828,9452501030.9036,44478261592.9314,45.069,7.1907,77583639412.993,78242480554.8399,9022274929.2634,68561364483.7296,4.9053,16941.836,CH,2007,25.3935,9.0643,101353828118.851,109755093425.227,24578378118.8508,76775450000.0,29.4357,8.543,122265544100.14,127226102177.005,10964374107.6458,111301169992.494,6.345,7229.5381,ID,2007,15.6006,2.1845,718699651771.1221,704407087687.415,158677311785.161,560022339985.962,17.4933,8.6721,802202392189.72,789869515555.8009,121579391058.688,680623001131.03,1.6542,34501.5087,JP,2007,36.4823,11.3831,434819200000.0,427797123573.848,84452500000.0,350366700000.0,37.3922,12.6039,454215800000.0,438465966315.25,71413000000.0,382802800000.0,5.7995,29059.7657,KR,2007,24.8866,9.9516,278785752272.433,302803704356.854,70174852289.9934,208610899982.439,20.7997,5.8665,240082039833.715,253077318576.18,86552459544.1145,153529580289.601,7.6608,3525.3144,IN
2008,13.7236,17.0257,220247095195.331,232727652852.001,47140404693.3313,173106690502.0,13.534,0.4093,228392969446.029,229512905442.251,30450526537.0293,197942442909.0,5.0942,13312.7634,BR,2008,30.0755,3.2815,336004050035.0,333835150453.292,26502761551.0,309501288484.0,27.7015,-1.0174,309858836925.0,307483574130.48,17972536208.0,291886300717.0,1.1436,14924.8217,MX,2008,18.3418,13.5622,68242684098.4796,66316154417.0834,13646484098.4796,54596200000.0,22.0609,0.7399,81583621071.7764,79762958392.3012,11424149071.7763,70159472000.0,4.0572,17404.0687,AG,2008,39.3656,11.5355,70086728553.8391,70715782094.3573,11631279250.1515,58455449303.6875,41.4242,-0.6296,75124029616.6046,74413752040.6308,10613886831.4719,64510142785.1327,3.5295,16501.8069,CH,2008,28.7531,10.0026,136137392331.93,146706628549.322,28470106457.4182,107667285874.511,29.8083,9.5335,146055150859.016,152090401421.802,13845460473.6189,132209690385.397,6.0137,7710.6661,ID,2008,16.975,0.6968,872816874723.23,855184090480.3141,178976310623.88,693840564099.35,17.424,1.5579,890158053215.8721,877807071435.1371,141040143455.655,749117909760.216,-1.0935,34798.7659,JP,2008,47.8745,3.263,518519600000.0,501407971186.702,97356100000.0,421163500000.0,47.6419,7.6022,523955000000.0,498972049006.635,91045400000.0,432909600000.0,3.013,29946.0775,KR,2008,29.2709,22.4486,379479380179.347,350927085507.549,55562861740.1068,323916518439.24,24.0974,14.7781,305119336663.061,288902151603.701,106054239104.621,199065097558.44,3.0867,3650.9429,IN
2009,11.2546,-7.602,174697463800.0,187616483044.913,46974141400.0,127723322400.0,10.8514,-9.2471,180723090100.0,180894503551.065,27728347800.0,152994742300.0,-0.1258,13269.1186,BR,2009,28.8128,-15.949,260007417045.0,259328000666.001,25106827453.0,234900589592.0,27.155,-10.8549,245084582127.0,244407308913.309,15109542689.0,229975039438.0,-5.2857,14558.2448,MX,2009,14.4961,-18.4164,49682786813.2391,48268743529.5373,12536652813.239,37146134000.0,19.561,-9.3471,66335605323.6348,65133480388.4946,10544621323.6348,55790984000.0,-5.9185,16334.74,AG,2009,29.2964,-16.6153,50221169301.7424,50503967542.8748,10079310823.6091,40141858478.1332,37.0408,-4.2379,63904282434.2356,63854403849.5175,8441610952.939,55462671481.2967,-1.5642,16159.6052,CH,2009,21.353,-14.9775,104131018987.539,115216544854.096,23152014904.2923,80979004083.2465,24.1591,-9.6901,125322055265.413,130357798591.185,12055619119.5977,113266436145.816,4.6289,8021.7478,ID,2009,11.97,-15.6504,645807434517.809,626195761252.793,155753773466.825,490053661050.983,12.5209,-23.4268,669059383180.3771,655016933828.2211,120914193842.584,548145189337.7921,-5.4164,33198.6161,JP,2009,40.9483,-6.9076,397754500000.0,386527844126.146,81879000000.0,315875500000.0,45.1854,-0.4568,436472400000.0,426523458607.755,72541300000.0,363931100000.0,0.7927,29644.4342,KR,2009,25.8724,-1.9258,328257176213.271,347177602084.154,53030141319.9253,275227034893.346,20.4005,-4.8342,260847157421.868,273751836387.128,92889486181.6886,167957671240.179,7.8619,3912.4182,IN
2010,11.9066,33.639,243660936841.03,263001364256.48,60827829399.94,182833107441.09,10.8656,11.7217,231995637790.95,240006821282.401,30671530553.01,201324107237.94,7.5282,14299.5517,BR,2010,31.0627,17.0553,328707852420.0,328581153292.181,26905169699.0,301802682721.0,29.6977,22.3624,314349098491.0,314142282684.394,15489275311.0,298859823180.0,5.1181,15260.6206,MX,2010,16.0372,35.2044,68779495712.0305,67937933972.3653,14620732010.5205,54158763701.51,18.9338,13.8969,81123016360.6088,80208867995.7171,12817143360.6088,68305873000.0,10.1254,18061.9344,AG,2010,31.3186,25.6577,67820076191.149,68442909063.8457,12604050439.5942,55216025751.5549,37.7451,2.2605,81955505335.345,82487244655.3566,10846976459.5663,71108528875.7787,5.8442,18161.8039,CH,2010,22.4022,17.3443,145424174547.834,169158028224.496,26460993704.5681,118963180843.266,24.299,15.2663,166636323443.415,183480563627.391,16670487601.2121,149965835842.203,6.2239,8505.7485,ID,2010,13.5763,11.1729,791792570423.91,773859611898.513,164880203297.889,626912367126.021,15.0368,24.9106,869989651841.154,857109901329.889,134553284394.811,735436367446.3441,4.1917,34986.9945,JP,2010,44.2959,17.5098,512823900000.0,506774296512.035,96921500000.0,415902400000.0,47.1037,13.0278,546783400000.0,538898293429.153,82948700000.0,463834700000.0,6.8048,31740.4596,KR,2010,26.8543,15.8119,439059034248.05,449974320818.573,78912971413.9373,360146062834.113,22.4009,19.4781,348035371769.33,375353472834.938,117068311674.444,230967060094.886,8.4976,4236.7443,IN
2011,12.3519,9.3934,302029366543.06,323150406504.065,74148583665.49,227880782877.57,11.5825,4.811,292487960972.715,303021879483.501,36982138707.48,255505822265.235,3.9744,15040.0582,BR,2011,32.433,5.618,382622799589.0,382867847673.324,31413659456.0,351209140133.0,31.0367,7.7135,365827163734.0,366385100577.141,15823110281.0,350004053453.0,3.663,16520.2585,MX,2011,16.7569,22.0286,88418247225.6699,88839174034.695,17649469312.4599,70768777913.21,18.4492,4.1488,97616690275.3835,97810932629.3764,14496981275.3835,83119709000.0,6.004,19322.2271,AG,2011,34.4437,15.181,86030813929.6276,86884940756.2013,15365282654.059,70665531275.5687,37.762,5.4561,94349665630.582,95255289952.0849,12911821776.0057,81437843854.5763,6.1109,20342.5709,CH,2011,23.8527,15.0289,188975131090.372,212996886068.274,31691424917.0791,157283706173.293,26.3274,14.7699,212996855848.882,235095130017.567,21888154371.1066,191108701477.775,6.1698,9095.7336,ID,2011,15.468,5.8039,970204797771.2042,952436266381.442,175780159465.612,794424638305.591,14.925,-0.246,930660438539.9742,919000611151.979,140709392428.192,789951046111.783,-0.1154,35774.6967,JP,2011,52.2286,14.512,661814900000.0,654540621556.357,102616200000.0,559198700000.0,53.3377,15.4172,677772700000.0,668440747705.411,90559700000.0,587213000000.0,3.6857,32546.7537,KR,2011,31.0835,20.4117,553062186679.575,566667153574.074,77758139080.0178,475304047599.557,24.5404,15.493,446375404070.601,447383950836.263,138527915664.694,307847488405.908,5.2413,4493.6679,IN
2012,13.2367,1.1308,303848045030.47,326310480774.154,78984426905.79,224863618124.68,11.8776,0.7085,281099514398.14,292804259894.527,38816271714.91,242283242683.23,1.9212,15046.2899,BR,2012,33.5017,5.4166,402448584391.0,402385300656.821,31298000207.0,371150584184.0,32.2656,6.5245,387834595992.0,387538503663.769,16392769673.0,371441826319.0,3.6423,17162.9275,MX,2012,14.2887,-4.7283,83387067666.9896,78013690406.706,18344325453.5296,65042742213.46,16.2379,-4.1083,94330755729.5577,88655850853.7721,14247100729.5577,80083655000.0,-1.0264,19641.3529,AG,2012,34.15,5.1827,90266300085.6329,91222239391.7175,14811667061.9525,75454633023.6806,34.1219,0.3543,90332359682.6782,91147100657.3255,12269369465.853,78062990216.8251,5.3186,21507.7074,CH,2012,24.9885,7.9984,212891028322.357,229362101573.161,34224073080.5646,178666955241.792,24.5944,1.6087,211006612793.011,225744402474.106,23660062832.5736,187346549960.437,6.0301,9713.8732,ID,2012,16.0914,5.4096,1014812620120.79,998182045505.9642,184688619379.113,830124000741.675,14.5448,-0.0885,913614132577.114,902241999043.109,136973987462.158,776640145114.957,1.4951,37191.3859,JP,2012,51.3643,2.5676,663267300000.0,656655103709.746,108191800000.0,555075500000.0,54.0941,5.7934,706799100000.0,691553300804.602,103134300000.0,603664800000.0,2.4025,33557.1287,KR,2012,31.2593,6.0218,579908579784.452,571306638044.004,79919618509.4566,499988961274.995,24.5344,6.8055,443845180758.278,448400543291.471,145524596558.416,298320584199.861,5.4564,4861.1464,IN
2013,14.0437,6.6699,325571419168.28,347274708965.261,84382714980.34,241188704187.94,11.7422,1.8293,279587813724.59,290362691897.407,38010528550.49,241577285174.1,3.0048,15588.7262,BR,2013,32.4592,2.1183,413790281425.0,413674331349.828,32152067501.0,381638213924.0,31.3057,1.3705,398822705946.0,398972729094.895,18093732052.0,380728973894.0,1.3541,17373.897,MX,2013,14.7168,3.8829,90301801003.8742,81240190816.9153,19008807883.7141,71292993120.16,14.6172,-3.5202,89608120129.4452,80690471898.442,13679891768.3754,75928228361.0699,2.4053,20131.6804,AG,2013,32.774,1.9753,90296283254.9155,91237694284.4138,15541781459.369,74754501795.5464,32.1995,3.2667,88886685222.7328,89638293156.1453,12116748074.3862,76769937148.3466,4.045,22439.2784,CH,2013,24.7138,1.8619,211270240988.779,225519356299.674,35014246819.8444,176255994168.935,23.9236,4.167,205033131237.093,218308408827.835,22943904589.5418,182089226647.552,5.5573,10067.4222,ID,2013,18.2321,3.2736,955466642252.267,939996733656.13,170878437206.746,784588205045.521,15.9154,0.7612,830338357518.2859,820552895623.522,135398403064.117,694939954454.167,2.0003,38974.0795,JP,2013,46.66,1.6399,647787300000.0,639613504243.355,109653000000.0,538134300000.0,51.2921,3.8202,721717500000.0,703109248740.173,103324200000.0,618393300000.0,3.1647,34244.3121,KR,2013,28.4133,-8.1458,560408478123.575,527555481498.928,78722220355.347,481686257768.228,25.4309,7.7924,468273426431.433,472180427427.899,149163631866.117,319109794565.316,6.3861,5057.2176,IN
2014,13.6735,-2.2724,318799145127.77,335819379515.512,88072140088.13,230727005039.64,11.0119,-1.5685,264063098515.125,270452613684.658,39965341779.91,224097756735.215,0.504,15718.5656,BR,2014,33.071,5.9186,434921156335.0,434739905435.396,34474474398.0,400446681937.0,31.8925,6.9825,418833761864.0,419247898589.43,21182302176.0,397651459688.0,2.8043,18045.9845,MX,2014,14.0013,-11.48,80936630075.2277,73691675720.0984,18037663981.1276,62898966094.1,14.4055,-6.9792,81836807734.7264,75818867911.0825,13396371827.7264,68440435907.0,-2.5126,19683.7715,AG,2014,32.1618,-6.5175,83010183407.9858,83794977253.9037,14411333968.7587,68598849439.227,33.1107,0.3237,85745722947.3996,86267287016.2612,10681025117.7922,75064697829.6074,1.7667,22786.6556,CH,2014,24.4142,2.1197,201850847350.439,217485215697.145,33540622406.8088,168310224943.63,23.666,1.0746,198823722296.059,210820082760.734,23530927575.0821,175292794720.977,5.0067,10278.1399,ID,2014,20.0055,8.268,991578642132.1708,970347939715.727,192573384092.524,799005258039.646,17.5403,9.2904,862973565685.068,850777160708.391,163793003422.824,699180562262.244,0.3747,39179.1556,JP,2014,42.783,1.2632,642443900000.0,635036176085.567,115192400000.0,527251500000.0,47.8314,2.0956,725298800000.0,709970494628.1,111902300000.0,613396500000.0,3.2025,35324.4977,KR,2014,25.9542,0.8712,553552854081.3671,529239679343.382,81118589090.5259,472434264990.841,22.968,1.7776,485583046457.597,468346037554.217,157196138163.656,328386908293.941,7.4102,5233.8685,IN
2015,14.0535,-14.1908,243145561020.6,253273317502.78,70723366749.08,172422194271.52,12.9002,6.8188,223884769813.385,232489103970.663,33807894904.71,190076874908.675,-3.5458,14744.1129,BR,2015,36.603,5.9193,428255272061.0,428461575941.899,32680054725.0,395575217336.0,34.5633,8.4144,403879943672.0,404586122675.618,22903318967.0,380976624705.0,3.288,18284.8828,MX,2015,11.7806,4.7113,76622786928.8407,70064879911.7042,19028557043.2207,57594229885.62,10.7057,-2.7774,70022565842.9763,63671789068.8987,13213512349.9764,56809053493.0,2.7312,20105.199,AG,2015,29.5959,-1.0993,71703845980.3109,72190113685.0302,13094880115.7524,58608965864.5584,29.3763,-1.7084,71554937538.6425,71654520805.7733,9519847228.8825,62035090309.76,2.3038,22688.01,CH,2015,20.7775,-6.249,165993464222.808,178863652800.161,30917551576.5191,135075912646.289,21.1602,-2.1202,171345363235.039,182158299305.401,22220881444.5364,149124481790.503,4.8763,10247.2064,ID,2015,18.03,0.7513,807986704431.962,791424437998.1329,178613967108.718,629372737323.244,17.611,2.9413,784710796800.765,773029478086.501,162672975122.198,622037821678.568,1.2229,40396.2432,JP,2015,36.1429,2.1127,534931900000.0,529773440038.191,112124400000.0,422807500000.0,42.9896,0.2342,640581100000.0,630129491251.218,97498600000.0,543082500000.0,2.8091,37907.5003,KR,2015,22.1097,-5.85,491880074570.799,465097474655.75,82643096048.2118,409236978522.587,19.8132,-5.6471,428630903175.949,416787832621.795,156278173575.95,272352729600.0,7.9963,5464.8591,IN
2016,12.067,-10.3424,203426770539.7,216687480308.195,63747069972.48,139679700567.22,12.4667,0.8635,217614808716.85,223864176667.717,33300291480.39,184314517236.46,-3.2759,14256.1632,BR,2016,39.0373,2.8489,420553967702.0,420784527247.497,33179025051.0,387374942651.0,37.063,3.5843,398518334911.0,399503104623.314,24213162696.0,374305172215.0,2.9105,19314.2574,MX,2016,13.5668,5.8242,75420138818.6909,75639125936.7673,21876362069.761,53543776748.93,12.5271,5.3174,71384640574.7552,69842486095.8653,13424706884.2252,57959933690.53,-2.0803,20307.8701,AG,2016,27.5394,0.8716,68694537066.9799,68969744994.9225,12839803476.0034,55854733590.9764,28.1486,0.5034,70244163147.2208,70495462057.2323,9525830793.2511,60718332353.9697,1.7111,22710.0171,CH,2016,18.3323,-2.4051,159559002321.518,170835000855.915,30407205820.2,129151796501.318,19.089,-1.6605,167793327281.49,177886012771.598,23323541061.0593,144469786220.431,5.0331,10494.5605,ID,2016,15.2754,-1.62,771080394387.22,751937855915.08,186422425108.62,584657969278.599,16.2664,1.7128,811524245542.463,800719531904.188,175703547794.342,635820697748.121,0.5219,39970.6798,JP,2016,33.4712,5.1746,507611900000.0,502104730870.38,112147500000.0,395464400000.0,40.1327,2.3723,606735200000.0,602034550194.781,94809100000.0,511926100000.0,2.9469,39567.0166,KR,2016,20.9243,4.3819,472012694192.71,480169284856.471,95922439916.7264,376090254275.984,19.1582,4.9843,430433487927.696,439642787829.415,161818782927.696,268614705000.0,8.2563,5839.8986,IN
2017,11.8046,6.7167,226514898036.35,243509744939.525,72405643776.77,154109254259.58,12.5231,4.9089,252547100285.24,258329886570.157,34478386936.65,218068713348.59,1.3229,14519.8491,BR,2017,39.5043,6.3696,458300662104.0,457355559665.02,37510658091.0,420790004013.0,37.6898,4.16,437449156402.0,436348928750.693,27642937102.0,409806219300.0,2.1181,19795.8685,MX,2017,13.9806,15.3562,89328005935.3091,89852806468.7521,25219069275.989,64108936659.32,11.2427,1.7171,74168131601.1446,72256505014.2791,15506258049.7046,58661873551.44,2.6686,23562.9188,AG,2017,27.2162,4.5643,75089622265.1627,75401011000.7735,13589659504.6923,61499962760.4705,28.4395,-1.5033,79054215190.4016,78790199944.6259,10195204552.8348,68859010637.5669,1.1886,23663.8853,CH,2017,19.1782,8.0679,182775400031.25,194777318889.991,32706819011.9912,150068581019.259,20.1773,8.8973,194210168760.017,204924485587.546,25327655425.0322,168882513334.985,5.0698,10935.8418,ID,2017,16.8216,3.3788,837877374600.558,818683776710.955,193048274941.401,644829099659.157,17.7519,6.8317,875513551319.4921,863958580239.173,186848568320.124,688664982999.3679,2.1683,40858.8844,JP,2017,36.1867,8.857,593152700000.0,587636539402.982,126435400000.0,466717300000.0,40.9342,2.4803,670011500000.0,664731199232.572,89701300000.0,580310200000.0,3.1596,41001.0669,KR,2017,21.9401,17.4146,561612525785.533,582017723566.675,109371141905.165,452241383880.368,18.7827,4.5553,489400913160.193,498258560860.568,185294014276.933,304106898883.26,7.0438,6185.9939,IN
2018,14.5081,8.3443,257663477835.22,273547364661.448,71173701744.61,186489776090.61,14.8897,3.9994,274976544272.16,280742690897.148,35439502074.21,239537042197.95,1.3172,14940.6726,BR,2018,41.159,5.8785,502540805208.0,502427887738.187,37690939966.0,464849865242.0,39.2893,5.9402,479820748669.0,479604350379.073,28766692917.0,451054055752.0,2.136,20396.4777,MX,2018,16.4199,-4.7331,86736858479.2543,85362531386.3677,24192628162.7744,62544230316.48,14.2805,-0.6575,76807312733.2336,74240343947.3216,15008575567.4235,61798737165.81,-2.4818,23282.637,AG,2018,28.7664,7.9112,85052317930.8632,85798121554.1782,14269358752.8979,70782959177.9653,28.5852,4.9737,85724982171.8487,85257763802.9178,10273154971.8517,75451827199.9968,3.9493,24765.2346,CH,2018,22.0297,11.8812,218645206075.832,229602658604.784,37691919313.8479,180953286761.984,20.9722,6.5465,211931832768.586,218580936570.606,31206848719.3763,180724984049.209,5.1697,11639.8651,ID,2018,18.2916,3.3716,928422545739.3,906313335634.838,203432052176.944,724990493562.357,18.5249,3.426,929827552588.353,917873408507.376,194249761810.275,735577790778.078,0.3232,41335.5232,JP,2018,37.0294,0.7703,649226600000.0,637120127214.902,133046900000.0,516179700000.0,41.6309,3.4728,729944000000.0,716291685597.4559,103677500000.0,626266500000.0,2.6649,42136.0804,KR,2018,23.5523,8.5976,642960117087.838,639013264039.195,124181614506.58,518778502581.258,19.8527,12.3287,537042432147.2271,538635201541.368,204955578853.907,332086853293.32,6.1196,6650.1121,IN
